"TOA5","GasDome_10312023","CR1000X","22892","CR1000X.Std.04.02","CPU:GasDome_10312023.CR1X","2010","Test"
"TIMESTAMP","RECORD","BattV_Min","PTemp_C","CO2"
"TS","RN","Volts","Deg C","ppm"
"","","Min","Smp","Smp"
"2023-10-31 14:41:20",0,12.65,29.86,1122.181
"2023-10-31 14:41:30",1,12.64,29.82,939.8303
"2023-10-31 14:41:40",2,12.64,29.78,872.3528
"2023-10-31 14:41:50",3,12.64,29.73,824.8782
"2023-10-31 14:42:00",4,12.64,29.69,783.7175
"2023-10-31 14:42:10",5,12.64,29.65,806.5115
"2023-10-31 14:42:20",6,12.63,29.6,762.1121
"2023-10-31 14:42:30",7,12.64,29.56,728.2726
"2023-10-31 14:42:40",8,12.64,29.52,697.7551
"2023-10-31 14:42:50",9,12.64,29.48,669.4004
"2023-10-31 14:43:00",10,12.64,29.44,644.1501
"2023-10-31 14:43:10",11,12.64,29.4,700.0323
"2023-10-31 14:43:20",12,12.64,29.37,665.5042
"2023-10-31 14:43:30",13,12.64,29.33,639.9361
"2023-10-31 14:43:40",14,12.64,29.29,617.5037
"2023-10-31 14:43:50",15,12.64,29.25,596.4924
"2023-10-31 14:44:00",16,12.64,29.21,577.2313
"2023-10-31 14:44:10",17,12.64,29.17,647.3305
"2023-10-31 14:44:20",18,12.64,29.13,617.2123
"2023-10-31 14:44:30",19,12.64,29.1,600.6508
"2023-10-31 14:44:40",20,12.64,29.06,587.2722
"2023-10-31 14:44:50",21,12.64,29.02,571.8218
"2023-10-31 14:45:00",22,12.64,28.99,556.928
"2023-10-31 14:45:10",23,12.64,28.95,639.0367
"2023-10-31 14:45:20",24,12.64,28.92,611.5966
"2023-10-31 14:45:30",25,12.64,28.88,592.5269
"2023-10-31 14:45:40",26,12.64,28.85,576.0618
"2023-10-31 14:45:50",27,12.64,28.82,560.5803
"2023-10-31 14:46:00",28,12.64,28.78,546.6675
"2023-10-31 14:46:10",29,12.64,28.75,624.7886
"2023-10-31 14:46:20",30,12.65,28.72,600.0361
"2023-10-31 14:46:30",31,12.64,28.69,584.3759
"2023-10-31 14:46:40",32,12.65,28.66,571.3666
"2023-10-31 14:46:50",33,12.64,28.63,558.9788
"2023-10-31 14:47:00",34,0,28.6,451.5396
"2023-11-01 09:52:00",35,12.54,15.61,1003.754
"2023-11-01 09:52:10",36,12.55,15.62,870.8265
"2023-11-01 09:52:20",37,12.54,15.63,804.0707
"2023-11-01 09:52:30",38,12.54,15.63,756.9904
"2023-11-01 09:52:40",39,12.54,15.64,715.5964
"2023-11-01 09:52:50",40,12.54,15.65,678.559
"2023-11-01 09:53:00",41,12.53,15.66,642.2958
"2023-11-01 09:53:10",42,12.53,15.67,668.4407
"2023-11-01 09:53:20",43,12.53,15.68,626.6141
"2023-11-01 09:53:30",44,12.53,15.69,593.835
"2023-11-01 09:53:40",45,12.52,15.7,563.0454
"2023-11-01 09:53:50",46,12.52,15.71,535.006
"2023-11-01 09:54:00",47,12.51,15.72,508.3224
"2023-11-01 09:54:10",48,12.52,15.74,558.3936
"2023-11-01 09:54:20",49,12.52,15.75,524.6362
"2023-11-01 09:54:30",50,12.52,15.76,500.1588
"2023-11-01 09:54:40",51,12.52,15.78,476.6118
"2023-11-01 09:54:50",52,12.51,15.79,455.4645
"2023-11-01 09:55:00",53,12.52,15.81,435.1157
"2023-11-01 09:55:10",54,12.51,15.82,499.317
"2023-11-01 09:55:20",55,12.51,15.84,470.5771
"2023-11-01 09:55:30",56,12.51,15.86,450.1729
"2023-11-01 09:55:40",57,12.52,15.88,432.3995
"2023-11-01 09:55:50",58,12.51,15.89,416.643
"2023-11-01 09:56:00",59,12.51,15.91,402.3127
"2023-11-01 09:56:10",60,12.51,15.93,480.9532
"2023-11-01 09:56:20",61,12.51,15.95,454.9803
"2023-11-01 09:56:30",62,12.51,15.98,437.8882
"2023-11-01 09:56:40",63,12.51,16,422.8376
"2023-11-01 09:56:50",64,12.51,16.02,409.2157
"2023-11-01 09:57:00",65,12.51,16.05,397.1049
"2023-11-01 09:57:10",66,12.5,16.08,481.341
"2023-11-01 09:57:20",67,12.51,16.1,457.3513
"2023-11-01 09:57:30",68,12.51,16.13,442.0547
"2023-11-01 09:57:40",69,12.51,16.16,428.7665
"2023-11-01 09:57:50",70,12.51,16.19,416.5623
"2023-11-01 09:58:00",71,12.51,16.22,405.4508
"2023-11-01 09:58:10",72,12.51,16.25,491.9249
"2023-11-01 09:58:20",73,12.51,16.28,468.4207
"2023-11-01 09:58:30",74,12.51,16.31,453.5365
"2023-11-01 09:58:40",75,12.51,16.34,440.9811
"2023-11-01 09:58:50",76,12.51,16.37,429.5205
"2023-11-01 09:59:00",77,12.51,16.4,418.0085
"2023-11-01 09:59:10",78,12.51,16.42,502.6897
"2023-11-01 09:59:20",79,12.51,16.45,481.539
"2023-11-01 09:59:30",80,12.51,16.48,467.9798
"2023-11-01 09:59:40",81,12.51,16.51,456.2568
"2023-11-01 09:59:50",82,12.51,16.54,444.7912
"2023-11-01 10:00:00",83,12.51,16.57,433.2043
"2023-11-01 10:00:10",84,12.51,16.6,517.7498
"2023-11-01 10:00:20",85,12.51,16.63,496.7437
"2023-11-01 10:00:30",86,12.51,16.67,483.6586
"2023-11-01 10:00:40",87,12.51,16.7,471.3299
"2023-11-01 10:00:50",88,12.51,16.73,460.6814
"2023-11-01 10:01:00",89,12.51,16.75,452.9519
"2023-11-01 10:01:10",90,12.51,16.78,542.1126
"2023-11-01 10:01:20",91,12.5,16.81,520.5693
"2023-11-01 10:01:30",92,12.51,16.84,507.2193
"2023-11-01 10:01:40",93,12.51,16.86,495.3544
"2023-11-01 10:01:50",94,12.51,16.89,485.5036
"2023-11-01 10:02:00",95,12.51,16.91,474.8004
"2023-11-01 10:02:10",96,12.51,16.93,561.0198
"2023-11-01 10:02:20",97,12.51,16.95,539.7225
"2023-11-01 10:02:30",98,12.51,16.96,526.8758
"2023-11-01 10:02:40",99,12.51,16.98,515.9801
"2023-11-01 10:02:50",100,12.51,17,504.7462
"2023-11-01 10:03:00",101,12.51,17.01,493.881
"2023-11-01 10:03:10",102,12.51,17.03,579.7004
"2023-11-01 10:03:20",103,12.51,17.04,559.8126
"2023-11-01 10:03:30",104,12.51,17.05,546.4423
"2023-11-01 10:03:40",105,12.52,17.06,534.4938
"2023-11-01 10:03:50",106,12.52,17.08,523.5137
"2023-11-01 10:04:00",107,12.52,17.09,512.3101
