Date,DO,depth,Temp,VentTemp_F,VentDO,velocity_m.s,Q_m.s,Mouth_Temp_C,Mouth_DO_sat,mouth_deficit,Vent_Temp_C,Vent_DO_sat,vent_deficit,DO_deficit,velocity_m.h,Q_m.h,U/H,deltaDO,deltaDO_rate,K600_1d
2022-07-23T14:00:00Z,8.57,1.1713648231440077,78.98,NA,NA,0.050657901975685704,1.0004535907917211,26.1,8.098904696524865,-0.47109530347513484,NA,NA,NA,NA,182.36844711246854,3601.632926850196,0.04324690393187419,NA,NA,5.6914998025894645
2022-07-23T15:00:00Z,9.26,1.1713648231440077,71.67,NA,NA,0.050657901975685704,1.0004535907917211,22.04,8.73698333017752,-0.5230166698224803,NA,NA,NA,NA,182.36844711246854,3601.632926850196,0.04324690393187419,NA,NA,5.6914998025894645
2022-07-23T16:00:00Z,9.86,1.1713648231440077,66.02,NA,NA,0.050657901975685704,1.0004535907917211,18.9,9.295061698518083,-0.5649383014819165,NA,NA,NA,NA,182.36844711246854,3601.632926850196,0.04324690393187419,NA,NA,5.6914998025894645
2022-07-23T17:00:00Z,9.95,1.1713648231440077,65.7,NA,NA,0.050657901975685704,1.0004535907917211,18.72,9.32899677205376,-0.6210032279462396,NA,NA,NA,NA,182.36844711246854,3601.632926850196,0.04324690393187419,NA,NA,5.6914998025894645
2022-07-23T18:00:00Z,9.86,1.1713648231440077,66.38,NA,NA,0.050657901975685704,1.0004535907917211,19.1,9.25761633366033,-0.6023836663396693,NA,NA,NA,NA,182.36844711246854,3601.632926850196,0.04324690393187419,NA,NA,5.6914998025894645
2022-07-23T19:00:00Z,9.82,1.1713648231440077,66.78,NA,NA,0.050657901975685704,1.0004535907917211,19.32,9.216739488937947,-0.6032605110620537,NA,NA,NA,NA,182.36844711246854,3601.632926850196,0.04324690393187419,NA,NA,5.6914998025894645
2022-07-23T20:00:00Z,9.72,1.1713648231440077,67.6,NA,NA,0.050657901975685704,1.0004535907917211,19.78,9.132312968650513,-0.5876870313494873,NA,NA,NA,NA,182.36844711246854,3601.632926850196,0.04324690393187419,NA,NA,5.6914998025894645
2022-07-23T21:00:00Z,9.67,1.1713648231440077,68.18,NA,NA,0.050657901975685704,1.0004535907917211,20.1,9.074399186440624,-0.5956008135593756,NA,NA,NA,NA,182.36844711246854,3601.632926850196,0.04324690393187419,NA,NA,5.6914998025894645
2022-07-23T22:00:00Z,9.6,1.1713648231440077,68.65,NA,NA,0.050657901975685704,1.0004535907917211,20.36,9.027829161147007,-0.5721708388529922,NA,NA,NA,NA,182.36844711246854,3601.632926850196,0.04324690393187419,NA,NA,5.6914998025894645
2022-07-23T23:00:00Z,9.53,1.1713648231440077,69.19,NA,NA,0.050657901975685704,1.0004535907917211,20.66,8.974626316982892,-0.5553736830171072,NA,NA,NA,NA,182.36844711246854,3601.632926850196,0.04324690393187419,NA,NA,5.6914998025894645
2022-07-24T00:00:00Z,9.51,1.163592618589561,69.37,NA,NA,0.05197473559416649,1.019649279122104,20.76,8.957017169125354,-0.5529828308746456,NA,NA,NA,NA,187.10904813899936,3670.737404839574,0.04466746760319537,NA,NA,5.682984553441686
2022-07-24T01:00:00Z,9.5,1.163592618589561,69.51,NA,NA,0.05197473559416649,1.019649279122104,20.84,8.942974513869288,-0.557025486130712,NA,NA,NA,NA,187.10904813899936,3670.737404839574,0.04466746760319537,NA,NA,5.682984553441686
2022-07-24T02:00:00Z,9.48,1.163592618589561,69.69,NA,NA,0.05197473559416649,1.019649279122104,20.94,8.925476745043246,-0.554523254956754,NA,NA,NA,NA,187.10904813899936,3670.737404839574,0.04466746760319537,NA,NA,5.682984553441686
2022-07-24T03:00:00Z,9.43,1.163592618589561,69.94,NA,NA,0.05197473559416649,1.019649279122104,21.08,8.901082971655097,-0.5289170283449032,NA,NA,NA,NA,187.10904813899936,3670.737404839574,0.04466746760319537,NA,NA,5.682984553441686
2022-07-24T04:00:00Z,9.42,1.163592618589561,70.09,NA,NA,0.05197473559416649,1.019649279122104,21.16,8.887197371101092,-0.5328026288989083,NA,NA,NA,NA,187.10904813899936,3670.737404839574,0.04466746760319537,NA,NA,5.682984553441686
2022-07-24T05:00:00Z,9.37,1.163592618589561,70.41,NA,NA,0.05197473559416649,1.019649279122104,21.34,8.856096542995612,-0.5139034570043872,NA,NA,NA,NA,187.10904813899936,3670.737404839574,0.04466746760319537,NA,NA,5.682984553441686
2022-07-24T06:00:00Z,9.38,1.163592618589561,70.41,NA,NA,0.05197473559416649,1.019649279122104,21.34,8.856096542995612,-0.5239034570043888,NA,NA,NA,NA,187.10904813899936,3670.737404839574,0.04466746760319537,NA,NA,5.682984553441686
2022-07-24T07:00:00Z,9.39,1.163592618589561,70.34,NA,NA,0.05197473559416649,1.019649279122104,21.3,8.862990940365217,-0.5270090596347838,NA,NA,NA,NA,187.10904813899936,3670.737404839574,0.04466746760319537,NA,NA,5.682984553441686
2022-07-24T08:00:00Z,9.44,1.163592618589561,70.02,NA,NA,0.05197473559416649,1.019649279122104,21.12,8.89413530537238,-0.5458646946276193,NA,NA,NA,NA,187.10904813899936,3670.737404839574,0.04466746760319537,NA,NA,5.682984553441686
2022-07-24T09:00:00Z,9.64,1.163592618589561,68.5,NA,NA,0.05197473559416649,1.019649279122104,20.28,9.042112506853163,-0.5978874931468372,NA,NA,NA,NA,187.10904813899936,3670.737404839574,0.04466746760319537,NA,NA,5.682984553441686
2022-07-24T10:00:00Z,9.82,1.163592618589561,66.85,NA,NA,0.05197473559416649,1.019649279122104,19.36,9.209342282068432,-0.6106577179315682,NA,NA,NA,NA,187.10904813899936,3670.737404839574,0.04466746760319537,NA,NA,5.682984553441686
2022-07-24T11:00:00Z,10.03,1.163592618589561,64.83,NA,NA,0.05197473559416649,1.019649279122104,18.24,9.420592084624769,-0.6094079153752308,NA,NA,NA,NA,187.10904813899936,3670.737404839574,0.04466746760319537,NA,NA,5.682984553441686
2022-07-24T12:00:00Z,10.13,1.163592618589561,64,NA,NA,0.05197473559416649,1.019649279122104,17.78,9.509905264974378,-0.6200947350256225,NA,NA,NA,NA,187.10904813899936,3670.737404839574,0.04466746760319537,NA,NA,5.682984553441686
