Date,ER,GPPavg,K600_1d,GPP_Rhat,ER_Rhat,K600_daily_Rhat,ID
2022-10-15T08:00:00Z,-19.37946251333885,8.84527276909009,23.16907786131464,1,1,1,LF
2022-10-15T09:00:00Z,-19.37946251333885,8.84527276909009,23.16907786131464,1,1,1,LF
2022-10-15T10:00:00Z,-19.37946251333885,8.84527276909009,23.16907786131464,1,1,1,LF
2022-10-15T11:00:00Z,-19.37946251333885,8.84527276909009,23.16907786131464,1,1,1,LF
2022-10-15T12:00:00Z,-19.37946251333885,8.84527276909009,23.16907786131464,1,1,1,LF
2022-10-15T13:00:00Z,-19.37946251333885,8.84527276909009,23.16907786131464,1,1,1,LF
2022-10-15T14:00:00Z,-19.37946251333885,8.84527276909009,23.16907786131464,1,1,1,LF
2022-10-15T15:00:00Z,-19.37946251333885,8.84527276909009,23.16907786131464,1,1,1,LF
2022-10-15T16:00:00Z,-19.37946251333885,8.84527276909009,23.16907786131464,1,1,1,LF
2022-10-15T17:00:00Z,-19.37946251333885,8.84527276909009,23.16907786131464,1,1,1,LF
2022-10-15T18:00:00Z,-19.37946251333885,8.84527276909009,23.16907786131464,1,1,1,LF
2022-10-15T19:00:00Z,-19.37946251333885,8.84527276909009,23.16907786131464,1,1,1,LF
2022-10-15T20:00:00Z,-19.37946251333885,8.84527276909009,23.16907786131464,1,1,1,LF
2022-10-15T21:00:00Z,-19.37946251333885,8.84527276909009,23.16907786131464,1,1,1,LF
2022-10-15T22:00:00Z,-19.37946251333885,8.84527276909009,23.16907786131464,1,1,1,LF
2022-10-15T23:00:00Z,-19.37946251333885,8.84527276909009,23.16907786131464,1,1,1,LF
2022-10-16T00:00:00Z,-23.846503120410404,9.14178419072875,29.91071968223943,1,1,1,LF
2022-10-16T01:00:00Z,-23.846503120410404,9.14178419072875,29.91071968223943,1,1,1,LF
2022-10-16T02:00:00Z,-23.846503120410404,9.14178419072875,29.91071968223943,1,1,1,LF
2022-10-16T03:00:00Z,-23.846503120410404,9.14178419072875,29.91071968223943,1,1,1,LF
2022-10-16T04:00:00Z,-23.846503120410404,9.14178419072875,29.91071968223943,1,1,1,LF
2022-10-16T05:00:00Z,-23.846503120410404,9.14178419072875,29.91071968223943,1,1,1,LF
2022-10-16T06:00:00Z,-23.846503120410404,9.14178419072875,29.91071968223943,1,1,1,LF
2022-10-16T07:00:00Z,-23.846503120410404,9.14178419072875,29.91071968223943,1,1,1,LF
2022-10-16T08:00:00Z,-23.846503120410404,9.14178419072875,29.91071968223943,1,1,1,LF
2022-10-16T09:00:00Z,-23.846503120410404,9.14178419072875,29.91071968223943,1,1,1,LF
2022-10-16T10:00:00Z,-23.846503120410404,9.14178419072875,29.91071968223943,1,1,1,LF
2022-10-16T11:00:00Z,-23.846503120410404,9.14178419072875,29.91071968223943,1,1,1,LF
2022-10-16T12:00:00Z,-23.846503120410404,9.14178419072875,29.91071968223943,1,1,1,LF
2022-10-16T13:00:00Z,-23.846503120410404,9.14178419072875,29.91071968223943,1,1,1,LF
2022-10-16T14:00:00Z,-23.846503120410404,9.14178419072875,29.91071968223943,1,1,1,LF
2022-10-16T15:00:00Z,-23.846503120410404,9.14178419072875,29.91071968223943,1,1,1,LF
2022-10-16T16:00:00Z,-23.846503120410404,9.14178419072875,29.91071968223943,1,1,1,LF
2022-10-16T17:00:00Z,-23.846503120410404,9.14178419072875,29.91071968223943,1,1,1,LF
2022-10-16T18:00:00Z,-23.846503120410404,9.14178419072875,29.91071968223943,1,1,1,LF
2022-10-16T19:00:00Z,-23.846503120410404,9.14178419072875,29.91071968223943,1,1,1,LF
2022-10-16T20:00:00Z,-23.846503120410404,9.14178419072875,29.91071968223943,1,1,1,LF
2022-10-16T21:00:00Z,-23.846503120410404,9.14178419072875,29.91071968223943,1,1,1,LF
2022-10-16T22:00:00Z,-23.846503120410404,9.14178419072875,29.91071968223943,1,1,1,LF
2022-10-16T23:00:00Z,-23.846503120410404,9.14178419072875,29.91071968223943,1,1,1,LF
2022-10-17T00:00:00Z,-24.565702769027173,7.322030275842312,28.176334327596592,1,1,1,LF
2022-10-17T01:00:00Z,-24.565702769027173,7.322030275842312,28.176334327596592,1,1,1,LF
2022-10-17T02:00:00Z,-24.565702769027173,7.322030275842312,28.176334327596592,1,1,1,LF
2022-10-17T03:00:00Z,-24.565702769027173,7.322030275842312,28.176334327596592,1,1,1,LF
2022-10-17T04:00:00Z,-24.565702769027173,7.322030275842312,28.176334327596592,1,1,1,LF
2022-10-17T05:00:00Z,-24.565702769027173,7.322030275842312,28.176334327596592,1,1,1,LF
2022-10-17T06:00:00Z,-24.565702769027173,7.322030275842312,28.176334327596592,1,1,1,LF
2022-10-17T07:00:00Z,-24.565702769027173,7.322030275842312,28.176334327596592,1,1,1,LF
2022-10-17T08:00:00Z,-24.565702769027173,7.322030275842312,28.176334327596592,1,1,1,LF
2022-10-17T09:00:00Z,-24.565702769027173,7.322030275842312,28.176334327596592,1,1,1,LF
2022-10-17T10:00:00Z,-24.565702769027173,7.322030275842312,28.176334327596592,1,1,1,LF
2022-10-17T11:00:00Z,-24.565702769027173,7.322030275842312,28.176334327596592,1,1,1,LF
2022-10-17T12:00:00Z,-24.565702769027173,7.322030275842312,28.176334327596592,1,1,1,LF
2022-10-17T13:00:00Z,-24.565702769027173,7.322030275842312,28.176334327596592,1,1,1,LF
2022-10-17T14:00:00Z,-24.565702769027173,7.322030275842312,28.176334327596592,1,1,1,LF
2022-10-17T15:00:00Z,-24.565702769027173,7.322030275842312,28.176334327596592,1,1,1,LF
2022-10-17T16:00:00Z,-24.565702769027173,7.322030275842312,28.176334327596592,1,1,1,LF
2022-10-17T17:00:00Z,-24.565702769027173,7.322030275842312,28.176334327596592,1,1,1,LF
2022-10-17T18:00:00Z,-24.565702769027173,7.322030275842312,28.176334327596592,1,1,1,LF
2022-10-17T19:00:00Z,-24.565702769027173,7.322030275842312,28.176334327596592,1,1,1,LF
2022-10-17T20:00:00Z,-24.565702769027173,7.322030275842312,28.176334327596592,1,1,1,LF
2022-10-17T21:00:00Z,-24.565702769027173,7.322030275842312,28.176334327596592,1,1,1,LF
2022-10-17T22:00:00Z,-24.565702769027173,7.322030275842312,28.176334327596592,1,1,1,LF
2022-10-17T23:00:00Z,-24.565702769027173,7.322030275842312,28.176334327596592,1,1,1,LF
2022-10-18T00:00:00Z,-17.257262160513,11.474032530239436,24.20598236708383,1,1,1,LF
2022-10-18T01:00:00Z,-17.257262160513,11.474032530239436,24.20598236708383,1,1,1,LF
2022-10-18T02:00:00Z,-17.257262160513,11.474032530239436,24.20598236708383,1,1,1,LF
2022-10-18T03:00:00Z,-17.257262160513,11.474032530239436,24.20598236708383,1,1,1,LF
2022-10-18T04:00:00Z,-17.257262160513,11.474032530239436,24.20598236708383,1,1,1,LF
2022-10-18T05:00:00Z,-17.257262160513,11.474032530239436,24.20598236708383,1,1,1,LF
2022-10-18T06:00:00Z,-17.257262160513,11.474032530239436,24.20598236708383,1,1,1,LF
2022-10-18T07:00:00Z,-17.257262160513,11.474032530239436,24.20598236708383,1,1,1,LF
2022-10-18T08:00:00Z,-17.257262160513,11.474032530239436,24.20598236708383,1,1,1,LF
2022-10-18T09:00:00Z,-17.257262160513,11.474032530239436,24.20598236708383,1,1,1,LF
2022-10-18T10:00:00Z,-17.257262160513,11.474032530239436,24.20598236708383,1,1,1,LF
2022-10-18T11:00:00Z,-17.257262160513,11.474032530239436,24.20598236708383,1,1,1,LF
2022-10-18T12:00:00Z,-17.257262160513,11.474032530239436,24.20598236708383,1,1,1,LF
2022-10-18T13:00:00Z,-17.257262160513,11.474032530239436,24.20598236708383,1,1,1,LF
2022-10-18T14:00:00Z,-17.257262160513,11.474032530239436,24.20598236708383,1,1,1,LF
2022-10-18T15:00:00Z,-17.257262160513,11.474032530239436,24.20598236708383,1,1,1,LF
2022-10-18T16:00:00Z,-17.257262160513,11.474032530239436,24.20598236708383,1,1,1,LF
2022-10-18T17:00:00Z,-17.257262160513,11.474032530239436,24.20598236708383,1,1,1,LF
2022-10-18T18:00:00Z,-17.257262160513,11.474032530239436,24.20598236708383,1,1,1,LF
2022-10-18T19:00:00Z,-17.257262160513,11.474032530239436,24.20598236708383,1,1,1,LF
2022-10-18T20:00:00Z,-17.257262160513,11.474032530239436,24.20598236708383,1,1,1,LF
2022-10-18T21:00:00Z,-17.257262160513,11.474032530239436,24.20598236708383,1,1,1,LF
2022-10-18T22:00:00Z,-17.257262160513,11.474032530239436,24.20598236708383,1,1,1,LF
2022-10-18T23:00:00Z,-17.257262160513,11.474032530239436,24.20598236708383,1,1,1,LF
2022-10-19T00:00:00Z,-11.962962600841534,9.172938080437678,36.13266882513858,1,1,1,LF
2022-10-19T01:00:00Z,-11.962962600841534,9.172938080437678,36.13266882513858,1,1,1,LF
2022-10-19T02:00:00Z,-11.962962600841534,9.172938080437678,36.13266882513858,1,1,1,LF
2022-10-19T03:00:00Z,-11.962962600841534,9.172938080437678,36.13266882513858,1,1,1,LF
2022-10-19T04:00:00Z,-11.962962600841534,9.172938080437678,36.13266882513858,1,1,1,LF
2022-10-19T05:00:00Z,-11.962962600841534,9.172938080437678,36.13266882513858,1,1,1,LF
2022-10-19T06:00:00Z,-11.962962600841534,9.172938080437678,36.13266882513858,1,1,1,LF
2022-10-19T07:00:00Z,-11.962962600841534,9.172938080437678,36.13266882513858,1,1,1,LF
2022-10-19T08:00:00Z,-11.962962600841534,9.172938080437678,36.13266882513858,1,1,1,LF
2022-10-19T09:00:00Z,-11.962962600841534,9.172938080437678,36.13266882513858,1,1,1,LF
2022-10-19T10:00:00Z,-11.962962600841534,9.172938080437678,36.13266882513858,1,1,1,LF
2022-10-19T11:00:00Z,-11.962962600841534,9.172938080437678,36.13266882513858,1,1,1,LF
2022-10-19T12:00:00Z,-11.962962600841534,9.172938080437678,36.13266882513858,1,1,1,LF
2022-10-19T13:00:00Z,-11.962962600841534,9.172938080437678,36.13266882513858,1,1,1,LF
2022-10-19T14:00:00Z,-11.962962600841534,9.172938080437678,36.13266882513858,1,1,1,LF
2022-10-19T15:00:00Z,-11.962962600841534,9.172938080437678,36.13266882513858,1,1,1,LF
2022-10-19T16:00:00Z,-11.962962600841534,9.172938080437678,36.13266882513858,1,1,1,LF
2022-10-19T17:00:00Z,-11.962962600841534,9.172938080437678,36.13266882513858,1,1,1,LF
2022-10-19T18:00:00Z,-11.962962600841534,9.172938080437678,36.13266882513858,1,1,1,LF
2022-10-19T19:00:00Z,-11.962962600841534,9.172938080437678,36.13266882513858,1,1,1,LF
2022-10-19T20:00:00Z,-11.962962600841534,9.172938080437678,36.13266882513858,1,1,1,LF
2022-10-19T21:00:00Z,-11.962962600841534,9.172938080437678,36.13266882513858,1,1,1,LF
2022-10-19T22:00:00Z,-11.962962600841534,9.172938080437678,36.13266882513858,1,1,1,LF
2022-10-19T23:00:00Z,-11.962962600841534,9.172938080437678,36.13266882513858,1,1,1,LF
2022-10-20T00:00:00Z,-23.170905478629138,7.0032215132194855,69.582670436363,1,1,1,LF
2022-10-20T01:00:00Z,-23.170905478629138,7.0032215132194855,69.582670436363,1,1,1,LF
2022-10-20T02:00:00Z,-23.170905478629138,7.0032215132194855,69.582670436363,1,1,1,LF
2022-10-20T03:00:00Z,-23.170905478629138,7.0032215132194855,69.582670436363,1,1,1,LF
2022-10-20T04:00:00Z,-23.170905478629138,7.0032215132194855,69.582670436363,1,1,1,LF
2022-10-20T05:00:00Z,-23.170905478629138,7.0032215132194855,69.582670436363,1,1,1,LF
2022-10-20T06:00:00Z,-23.170905478629138,7.0032215132194855,69.582670436363,1,1,1,LF
2022-10-20T07:00:00Z,-23.170905478629138,7.0032215132194855,69.582670436363,1,1,1,LF
2022-10-20T08:00:00Z,-23.170905478629138,7.0032215132194855,69.582670436363,1,1,1,LF
2022-10-20T09:00:00Z,-23.170905478629138,7.0032215132194855,69.582670436363,1,1,1,LF
2022-10-20T10:00:00Z,-23.170905478629138,7.0032215132194855,69.582670436363,1,1,1,LF
2022-10-20T11:00:00Z,-23.170905478629138,7.0032215132194855,69.582670436363,1,1,1,LF
2022-10-20T12:00:00Z,-23.170905478629138,7.0032215132194855,69.582670436363,1,1,1,LF
2022-10-20T13:00:00Z,-23.170905478629138,7.0032215132194855,69.582670436363,1,1,1,LF
2022-10-20T14:00:00Z,-23.170905478629138,7.0032215132194855,69.582670436363,1,1,1,LF
2022-10-20T15:00:00Z,-23.170905478629138,7.0032215132194855,69.582670436363,1,1,1,LF
2022-10-20T16:00:00Z,-23.170905478629138,7.0032215132194855,69.582670436363,1,1,1,LF
2022-10-20T17:00:00Z,-23.170905478629138,7.0032215132194855,69.582670436363,1,1,1,LF
2022-10-20T18:00:00Z,-23.170905478629138,7.0032215132194855,69.582670436363,1,1,1,LF
2022-10-20T19:00:00Z,-23.170905478629138,7.0032215132194855,69.582670436363,1,1,1,LF
2022-10-20T20:00:00Z,-23.170905478629138,7.0032215132194855,69.582670436363,1,1,1,LF
2022-10-20T21:00:00Z,-23.170905478629138,7.0032215132194855,69.582670436363,1,1,1,LF
2022-10-20T22:00:00Z,-23.170905478629138,7.0032215132194855,69.582670436363,1,1,1,LF
2022-10-20T23:00:00Z,-23.170905478629138,7.0032215132194855,69.582670436363,1,1,1,LF
2022-10-21T00:00:00Z,-21.760570668187786,7.778915097280793,56.4282966553101,1,1,1,LF
2022-10-21T01:00:00Z,-21.760570668187786,7.778915097280793,56.4282966553101,1,1,1,LF
2022-10-21T02:00:00Z,-21.760570668187786,7.778915097280793,56.4282966553101,1,1,1,LF
2022-10-21T03:00:00Z,-21.760570668187786,7.778915097280793,56.4282966553101,1,1,1,LF
2022-10-21T04:00:00Z,-21.760570668187786,7.778915097280793,56.4282966553101,1,1,1,LF
2022-10-21T05:00:00Z,-21.760570668187786,7.778915097280793,56.4282966553101,1,1,1,LF
2022-10-21T06:00:00Z,-21.760570668187786,7.778915097280793,56.4282966553101,1,1,1,LF
2022-10-21T07:00:00Z,-21.760570668187786,7.778915097280793,56.4282966553101,1,1,1,LF
2022-10-21T08:00:00Z,-21.760570668187786,7.778915097280793,56.4282966553101,1,1,1,LF
2022-10-21T09:00:00Z,-21.760570668187786,7.778915097280793,56.4282966553101,1,1,1,LF
2022-10-21T10:00:00Z,-21.760570668187786,7.778915097280793,56.4282966553101,1,1,1,LF
2022-10-21T11:00:00Z,-21.760570668187786,7.778915097280793,56.4282966553101,1,1,1,LF
2022-10-21T12:00:00Z,-21.760570668187786,7.778915097280793,56.4282966553101,1,1,1,LF
2022-10-21T13:00:00Z,-21.760570668187786,7.778915097280793,56.4282966553101,1,1,1,LF
2022-10-21T14:00:00Z,-21.760570668187786,7.778915097280793,56.4282966553101,1,1,1,LF
2022-10-21T15:00:00Z,-21.760570668187786,7.778915097280793,56.4282966553101,1,1,1,LF
2022-10-21T16:00:00Z,-21.760570668187786,7.778915097280793,56.4282966553101,1,1,1,LF
2022-10-21T17:00:00Z,-21.760570668187786,7.778915097280793,56.4282966553101,1,1,1,LF
2022-10-21T18:00:00Z,-21.760570668187786,7.778915097280793,56.4282966553101,1,1,1,LF
2022-10-21T19:00:00Z,-21.760570668187786,7.778915097280793,56.4282966553101,1,1,1,LF
2022-10-21T20:00:00Z,-21.760570668187786,7.778915097280793,56.4282966553101,1,1,1,LF
2022-10-21T21:00:00Z,-21.760570668187786,7.778915097280793,56.4282966553101,1,1,1,LF
2022-10-21T22:00:00Z,-21.760570668187786,7.778915097280793,56.4282966553101,1,1,1,LF
2022-10-21T23:00:00Z,-21.760570668187786,7.778915097280793,56.4282966553101,1,1,1,LF
2022-10-22T00:00:00Z,-24.51344664509132,5.171041078080586,56.92077742601888,1,1,1,LF
2022-10-22T01:00:00Z,-24.51344664509132,5.171041078080586,56.92077742601888,1,1,1,LF
2022-10-22T02:00:00Z,-24.51344664509132,5.171041078080586,56.92077742601888,1,1,1,LF
2022-10-22T03:00:00Z,-24.51344664509132,5.171041078080586,56.92077742601888,1,1,1,LF
2022-10-22T04:00:00Z,-24.51344664509132,5.171041078080586,56.92077742601888,1,1,1,LF
2022-10-22T05:00:00Z,-24.51344664509132,5.171041078080586,56.92077742601888,1,1,1,LF
2022-10-22T06:00:00Z,-24.51344664509132,5.171041078080586,56.92077742601888,1,1,1,LF
2022-10-22T07:00:00Z,-24.51344664509132,5.171041078080586,56.92077742601888,1,1,1,LF
2022-10-22T08:00:00Z,-24.51344664509132,5.171041078080586,56.92077742601888,1,1,1,LF
2022-10-22T09:00:00Z,-24.51344664509132,5.171041078080586,56.92077742601888,1,1,1,LF
2022-10-22T10:00:00Z,-24.51344664509132,5.171041078080586,56.92077742601888,1,1,1,LF
2022-10-22T11:00:00Z,-24.51344664509132,5.171041078080586,56.92077742601888,1,1,1,LF
2022-10-22T12:00:00Z,-24.51344664509132,5.171041078080586,56.92077742601888,1,1,1,LF
2022-10-22T13:00:00Z,-24.51344664509132,5.171041078080586,56.92077742601888,1,1,1,LF
2022-10-22T14:00:00Z,-24.51344664509132,5.171041078080586,56.92077742601888,1,1,1,LF
2022-10-22T15:00:00Z,-24.51344664509132,5.171041078080586,56.92077742601888,1,1,1,LF
2022-10-22T16:00:00Z,-24.51344664509132,5.171041078080586,56.92077742601888,1,1,1,LF
2022-10-22T17:00:00Z,-24.51344664509132,5.171041078080586,56.92077742601888,1,1,1,LF
2022-10-22T18:00:00Z,-24.51344664509132,5.171041078080586,56.92077742601888,1,1,1,LF
2022-10-22T19:00:00Z,-24.51344664509132,5.171041078080586,56.92077742601888,1,1,1,LF
2022-10-22T20:00:00Z,-24.51344664509132,5.171041078080586,56.92077742601888,1,1,1,LF
2022-10-22T21:00:00Z,-24.51344664509132,5.171041078080586,56.92077742601888,1,1,1,LF
2022-10-22T22:00:00Z,-24.51344664509132,5.171041078080586,56.92077742601888,1,1,1,LF
2022-10-22T23:00:00Z,-24.51344664509132,5.171041078080586,56.92077742601888,1,1,1,LF
2022-10-23T00:00:00Z,-26.55476731204243,7.2405108791393085,48.44483759844398,1,1,1,LF
2022-10-23T01:00:00Z,-26.55476731204243,7.2405108791393085,48.44483759844398,1,1,1,LF
2022-10-23T02:00:00Z,-26.55476731204243,7.2405108791393085,48.44483759844398,1,1,1,LF
2022-10-23T03:00:00Z,-26.55476731204243,7.2405108791393085,48.44483759844398,1,1,1,LF
2022-10-23T04:00:00Z,-26.55476731204243,7.2405108791393085,48.44483759844398,1,1,1,LF
2022-10-23T05:00:00Z,-26.55476731204243,7.2405108791393085,48.44483759844398,1,1,1,LF
2022-10-23T06:00:00Z,-26.55476731204243,7.2405108791393085,48.44483759844398,1,1,1,LF
2022-10-23T07:00:00Z,-26.55476731204243,7.2405108791393085,48.44483759844398,1,1,1,LF
2022-10-23T08:00:00Z,-26.55476731204243,7.2405108791393085,48.44483759844398,1,1,1,LF
2022-10-23T09:00:00Z,-26.55476731204243,7.2405108791393085,48.44483759844398,1,1,1,LF
2022-10-23T10:00:00Z,-26.55476731204243,7.2405108791393085,48.44483759844398,1,1,1,LF
2022-10-23T11:00:00Z,-26.55476731204243,7.2405108791393085,48.44483759844398,1,1,1,LF
2022-10-23T12:00:00Z,-26.55476731204243,7.2405108791393085,48.44483759844398,1,1,1,LF
2022-10-23T13:00:00Z,-26.55476731204243,7.2405108791393085,48.44483759844398,1,1,1,LF
2022-10-23T14:00:00Z,-26.55476731204243,7.2405108791393085,48.44483759844398,1,1,1,LF
2022-10-23T15:00:00Z,-26.55476731204243,7.2405108791393085,48.44483759844398,1,1,1,LF
2022-10-23T16:00:00Z,-26.55476731204243,7.2405108791393085,48.44483759844398,1,1,1,LF
2022-10-23T17:00:00Z,-26.55476731204243,7.2405108791393085,48.44483759844398,1,1,1,LF
2022-10-23T18:00:00Z,-26.55476731204243,7.2405108791393085,48.44483759844398,1,1,1,LF
2022-10-23T19:00:00Z,-26.55476731204243,7.2405108791393085,48.44483759844398,1,1,1,LF
2022-10-23T20:00:00Z,-26.55476731204243,7.2405108791393085,48.44483759844398,1,1,1,LF
2022-10-23T21:00:00Z,-26.55476731204243,7.2405108791393085,48.44483759844398,1,1,1,LF
2022-10-23T22:00:00Z,-26.55476731204243,7.2405108791393085,48.44483759844398,1,1,1,LF
2022-10-23T23:00:00Z,-26.55476731204243,7.2405108791393085,48.44483759844398,1,1,1,LF
2022-10-24T00:00:00Z,-27.201694438241734,9.124552353466589,38.29139941130789,1,1,1,LF
2022-10-24T01:00:00Z,-27.201694438241734,9.124552353466589,38.29139941130789,1,1,1,LF
2022-10-24T02:00:00Z,-27.201694438241734,9.124552353466589,38.29139941130789,1,1,1,LF
2022-10-24T03:00:00Z,-27.201694438241734,9.124552353466589,38.29139941130789,1,1,1,LF
2022-10-24T04:00:00Z,-27.201694438241734,9.124552353466589,38.29139941130789,1,1,1,LF
2022-10-24T05:00:00Z,-27.201694438241734,9.124552353466589,38.29139941130789,1,1,1,LF
2022-10-24T06:00:00Z,-27.201694438241734,9.124552353466589,38.29139941130789,1,1,1,LF
2022-10-24T07:00:00Z,-27.201694438241734,9.124552353466589,38.29139941130789,1,1,1,LF
2022-10-24T08:00:00Z,-27.201694438241734,9.124552353466589,38.29139941130789,1,1,1,LF
2022-10-24T09:00:00Z,-27.201694438241734,9.124552353466589,38.29139941130789,1,1,1,LF
2022-10-24T10:00:00Z,-27.201694438241734,9.124552353466589,38.29139941130789,1,1,1,LF
2022-10-24T11:00:00Z,-27.201694438241734,9.124552353466589,38.29139941130789,1,1,1,LF
2022-10-24T12:00:00Z,-27.201694438241734,9.124552353466589,38.29139941130789,1,1,1,LF
2022-10-24T13:00:00Z,-27.201694438241734,9.124552353466589,38.29139941130789,1,1,1,LF
2022-10-24T14:00:00Z,-27.201694438241734,9.124552353466589,38.29139941130789,1,1,1,LF
2022-10-24T15:00:00Z,-27.201694438241734,9.124552353466589,38.29139941130789,1,1,1,LF
2022-10-24T16:00:00Z,-27.201694438241734,9.124552353466589,38.29139941130789,1,1,1,LF
2022-10-24T17:00:00Z,-27.201694438241734,9.124552353466589,38.29139941130789,1,1,1,LF
2022-10-24T18:00:00Z,-27.201694438241734,9.124552353466589,38.29139941130789,1,1,1,LF
2022-10-24T19:00:00Z,-27.201694438241734,9.124552353466589,38.29139941130789,1,1,1,LF
2022-10-24T20:00:00Z,-27.201694438241734,9.124552353466589,38.29139941130789,1,1,1,LF
2022-10-24T21:00:00Z,-27.201694438241734,9.124552353466589,38.29139941130789,1,1,1,LF
2022-10-24T22:00:00Z,-27.201694438241734,9.124552353466589,38.29139941130789,1,1,1,LF
2022-10-24T23:00:00Z,-27.201694438241734,9.124552353466589,38.29139941130789,1,1,1,LF
2022-10-25T00:00:00Z,-27.93774789619944,10.963696924649238,30.67014312912528,1,1,1,LF
2022-10-25T01:00:00Z,-27.93774789619944,10.963696924649238,30.67014312912528,1,1,1,LF
2022-10-25T02:00:00Z,-27.93774789619944,10.963696924649238,30.67014312912528,1,1,1,LF
2022-10-25T03:00:00Z,-27.93774789619944,10.963696924649238,30.67014312912528,1,1,1,LF
2022-10-25T04:00:00Z,-27.93774789619944,10.963696924649238,30.67014312912528,1,1,1,LF
2022-10-25T05:00:00Z,-27.93774789619944,10.963696924649238,30.67014312912528,1,1,1,LF
2022-10-25T06:00:00Z,-27.93774789619944,10.963696924649238,30.67014312912528,1,1,1,LF
2022-10-25T07:00:00Z,-27.93774789619944,10.963696924649238,30.67014312912528,1,1,1,LF
2022-10-25T08:00:00Z,-27.93774789619944,10.963696924649238,30.67014312912528,1,1,1,LF
2022-10-25T09:00:00Z,-27.93774789619944,10.963696924649238,30.67014312912528,1,1,1,LF
2022-10-25T10:00:00Z,-27.93774789619944,10.963696924649238,30.67014312912528,1,1,1,LF
2022-10-25T11:00:00Z,-27.93774789619944,10.963696924649238,30.67014312912528,1,1,1,LF
2022-10-25T12:00:00Z,-27.93774789619944,10.963696924649238,30.67014312912528,1,1,1,LF
2022-10-25T13:00:00Z,-27.93774789619944,10.963696924649238,30.67014312912528,1,1,1,LF
2022-10-25T14:00:00Z,-27.93774789619944,10.963696924649238,30.67014312912528,1,1,1,LF
2022-10-25T15:00:00Z,-27.93774789619944,10.963696924649238,30.67014312912528,1,1,1,LF
2022-10-25T16:00:00Z,-27.93774789619944,10.963696924649238,30.67014312912528,1,1,1,LF
2022-10-25T17:00:00Z,-27.93774789619944,10.963696924649238,30.67014312912528,1,1,1,LF
2022-10-25T18:00:00Z,-27.93774789619944,10.963696924649238,30.67014312912528,1,1,1,LF
2022-10-25T19:00:00Z,-27.93774789619944,10.963696924649238,30.67014312912528,1,1,1,LF
2022-10-25T20:00:00Z,-27.93774789619944,10.963696924649238,30.67014312912528,1,1,1,LF
2022-10-25T21:00:00Z,-27.93774789619944,10.963696924649238,30.67014312912528,1,1,1,LF
2022-10-25T22:00:00Z,-27.93774789619944,10.963696924649238,30.67014312912528,1,1,1,LF
2022-10-25T23:00:00Z,-27.93774789619944,10.963696924649238,30.67014312912528,1,1,1,LF
2022-10-26T00:00:00Z,-27.08280428668936,8.599100398432364,26.10564337728747,1,1,1,LF
2022-10-26T01:00:00Z,-27.08280428668936,8.599100398432364,26.10564337728747,1,1,1,LF
2022-10-26T02:00:00Z,-27.08280428668936,8.599100398432364,26.10564337728747,1,1,1,LF
2022-10-26T03:00:00Z,-27.08280428668936,8.599100398432364,26.10564337728747,1,1,1,LF
2022-10-26T04:00:00Z,-27.08280428668936,8.599100398432364,26.10564337728747,1,1,1,LF
2022-10-26T05:00:00Z,-27.08280428668936,8.599100398432364,26.10564337728747,1,1,1,LF
2022-10-26T06:00:00Z,-27.08280428668936,8.599100398432364,26.10564337728747,1,1,1,LF
2022-10-26T07:00:00Z,-27.08280428668936,8.599100398432364,26.10564337728747,1,1,1,LF
2022-10-26T08:00:00Z,-27.08280428668936,8.599100398432364,26.10564337728747,1,1,1,LF
2022-10-26T09:00:00Z,-27.08280428668936,8.599100398432364,26.10564337728747,1,1,1,LF
2022-10-26T10:00:00Z,-27.08280428668936,8.599100398432364,26.10564337728747,1,1,1,LF
2022-10-26T11:00:00Z,-27.08280428668936,8.599100398432364,26.10564337728747,1,1,1,LF
2022-10-26T12:00:00Z,-27.08280428668936,8.599100398432364,26.10564337728747,1,1,1,LF
2022-10-26T13:00:00Z,-27.08280428668936,8.599100398432364,26.10564337728747,1,1,1,LF
2022-10-26T14:00:00Z,-27.08280428668936,8.599100398432364,26.10564337728747,1,1,1,LF
2022-10-26T15:00:00Z,-27.08280428668936,8.599100398432364,26.10564337728747,1,1,1,LF
2022-10-26T16:00:00Z,-27.08280428668936,8.599100398432364,26.10564337728747,1,1,1,LF
2022-10-26T17:00:00Z,-27.08280428668936,8.599100398432364,26.10564337728747,1,1,1,LF
2022-10-26T18:00:00Z,-27.08280428668936,8.599100398432364,26.10564337728747,1,1,1,LF
2022-10-26T19:00:00Z,-27.08280428668936,8.599100398432364,26.10564337728747,1,1,1,LF
2022-10-26T20:00:00Z,-27.08280428668936,8.599100398432364,26.10564337728747,1,1,1,LF
2022-10-26T21:00:00Z,-27.08280428668936,8.599100398432364,26.10564337728747,1,1,1,LF
2022-10-26T22:00:00Z,-27.08280428668936,8.599100398432364,26.10564337728747,1,1,1,LF
2022-10-26T23:00:00Z,-27.08280428668936,8.599100398432364,26.10564337728747,1,1,1,LF
2022-10-27T00:00:00Z,-24.85973885152654,10.531972323147825,27.57077663500324,1,1,1,LF
2022-10-27T01:00:00Z,-24.85973885152654,10.531972323147825,27.57077663500324,1,1,1,LF
2022-10-27T02:00:00Z,-24.85973885152654,10.531972323147825,27.57077663500324,1,1,1,LF
2022-10-27T03:00:00Z,-24.85973885152654,10.531972323147825,27.57077663500324,1,1,1,LF
