FAWN Station,Period,BP avg (mb),N (# obs)
Mayo,9/15/2023 0:00,1010,4
Mayo,9/15/2023 1:00,1010,4
Mayo,9/15/2023 2:00,1010,4
Mayo,9/15/2023 3:00,1010,4
Mayo,9/15/2023 4:00,1010,4
Mayo,9/15/2023 5:00,1010,4
Mayo,9/15/2023 6:00,1010,4
Mayo,9/15/2023 7:00,1011,4
Mayo,9/15/2023 8:00,1011,4
Mayo,9/15/2023 9:00,1011,4
Mayo,9/15/2023 10:00,1012,4
Mayo,9/15/2023 11:00,1012,4
Mayo,9/15/2023 12:00,1012,4
Mayo,9/15/2023 13:00,1011,4
Mayo,9/15/2023 14:00,1010,4
Mayo,9/15/2023 15:00,1010,4
Mayo,9/15/2023 16:00,1010,4
Mayo,9/15/2023 17:00,1010,4
Mayo,9/15/2023 18:00,1010,4
Mayo,9/15/2023 19:00,1011,4
Mayo,9/15/2023 20:00,1012,4
Mayo,9/15/2023 21:00,1013,4
Mayo,9/15/2023 22:00,1013,4
Mayo,9/15/2023 23:00,1013,4
Mayo,9/16/2023 0:00,1013,4
Mayo,9/16/2023 1:00,1013,4
Mayo,9/16/2023 2:00,1012,4
Mayo,9/16/2023 3:00,1012,4
Mayo,9/16/2023 4:00,1012,4
Mayo,9/16/2023 5:00,1012,4
Mayo,9/16/2023 6:00,1012,4
Mayo,9/16/2023 7:00,1013,4
Mayo,9/16/2023 8:00,1013,4
Mayo,9/16/2023 9:00,1014,4
Mayo,9/16/2023 10:00,1014,4
Mayo,9/16/2023 11:00,1014,4
Mayo,9/16/2023 12:00,1014,4
Mayo,9/16/2023 13:00,1013,4
Mayo,9/16/2023 14:00,1012,4
Mayo,9/16/2023 15:00,1012,4
Mayo,9/16/2023 16:00,1011,4
Mayo,9/16/2023 17:00,1010,4
Mayo,9/16/2023 18:00,1010,4
Mayo,9/16/2023 19:00,1011,4
Mayo,9/16/2023 20:00,1012,4
Mayo,9/16/2023 21:00,1013,4
Mayo,9/16/2023 22:00,1012,4
Mayo,9/16/2023 23:00,1012,4
Mayo,9/17/2023 0:00,1012,4
Mayo,9/17/2023 1:00,1011,4
Mayo,9/17/2023 2:00,1011,4
Mayo,9/17/2023 3:00,1010,4
Mayo,9/17/2023 4:00,1010,4
Mayo,9/17/2023 5:00,1010,4
Mayo,9/17/2023 6:00,1010,4
Mayo,9/17/2023 7:00,1010,4
Mayo,9/17/2023 8:00,1011,4
Mayo,9/17/2023 9:00,1011,4
Mayo,9/17/2023 10:00,1011,4
Mayo,9/17/2023 11:00,1011,4
Mayo,9/17/2023 12:00,1010,4
Mayo,9/17/2023 13:00,1010,4
Mayo,9/17/2023 14:00,1009,4
Mayo,9/17/2023 15:00,1008,4
Mayo,9/17/2023 16:00,1008,4
Mayo,9/17/2023 17:00,1008,4
Mayo,9/17/2023 18:00,1008,4
Mayo,9/17/2023 19:00,1008,4
