Date,ID,depth,DO,Temp,source_file,remove,velocity,K600_1.d_daily,w,km,m,area,VentDO,VentTemp,discharge,change.DO.flux,Vent.DO.sat,stat2.DO.sat,DO.deficit.from.sat,K.flux,not.air.water.xchange,reach.km,reach.test,time,date,GPP,ER
2022-05-17T10:00:00Z,AM,0.34693306295608084,5.15,72.25,AllenMillPond_DO_05232022.csv,NA,0.27696408962906915,15.196149393835537,16.5,1,800,14850,0.975,22.19,136983.05271996034,38.512070377497274,8.711831849066149,8.683483014184452,5.6351574316253,29.708812884088108,8.803257493409166,1.5747211167625719,passes,day,2022-05-17,4.907953531274653,-0.19693955032451882
2022-05-17T11:00:00Z,AM,0.346353289314683,5.43,72.93,AllenMillPond_DO_05232022.csv,NA,0.27910240863312424,15.196149393835537,16.5,1,800,14850,0.975,22.19,137809.95395454147,41.342986186362445,8.711831849066149,8.620707611048259,5.463769730057204,28.757111328180404,12.585874858182041,1.5868788520652601,passes,day,2022-05-17,4.907953531274653,-0.19693955032451882
2022-05-17T12:00:00Z,AM,0.3457520083121933,5.56,73.51,AllenMillPond_DO_05232022.csv,NA,0.27910240863312424,15.196149393835537,16.5,1,800,14850,0.975,22.19,137570.71122227004,42.47553609118574,8.711831849066149,8.568469452825425,5.372650650945788,28.228439334058443,14.247096757127295,1.5868788520652601,passes,day,2022-05-17,4.907953531274653,-0.19693955032451882
2022-05-17T13:00:00Z,AM,0.3451192502441691,5.33,73.11,AllenMillPond_DO_05232022.csv,NA,0.27910240863312424,15.196149393835537,16.5,1,800,14850,0.975,22.19,137318.9441309532,40.27097654480143,8.711831849066149,8.604322294183882,5.505577071625016,28.87390913084368,11.39706741395775,1.5868788520652601,passes,day,2022-05-17,4.907953531274653,-0.19693955032451882
2022-05-17T14:00:00Z,AM,0.344450546526749,5.35,73.18,AllenMillPond_DO_05232022.csv,NA,0.2812407276371802,15.196149393835537,16.5,1,800,14850,0.975,22.19,138102.89344819952,40.686879382887064,8.711831849066149,8.597783717068832,5.492307783067491,28.748507260908056,11.938372121979008,1.5990365873679535,passes,day,2022-05-17,4.907953531274653,-0.19693955032451882
2022-05-17T15:00:00Z,AM,0.3437524980838865,5.33,72.97,AllenMillPond_DO_05232022.csv,NA,0.27910240863312424,15.196149393835537,16.5,1,800,14850,0.975,22.19,136775.1293092476,40.11149415096117,8.711831849066149,8.617426095409286,5.512128972237718,28.793787020537064,11.317707130424107,1.5868788520652601,passes,day,2022-05-17,4.907953531274653,-0.19693955032451882
2022-05-17T16:00:00Z,AM,0.34303170583953446,5.07,72.5,AllenMillPond_DO_05232022.csv,NA,0.27910240863312424,15.196149393835537,16.5,1,800,14850,0.975,22.19,136488.33444091678,37.63769222461645,8.711831849066149,8.660260493749806,5.663546171407978,29.522712880168267,8.114979344448184,1.5868788520652601,passes,day,2022-05-17,4.907953531274653,-0.19693955032451882
2022-05-17T17:00:00Z,AM,0.34229477071764614,4.93,72.18,AllenMillPond_DO_05232022.csv,NA,0.28124072763717933,15.196149393835537,16.5,1,800,14850,0.975,22.19,137238.5636340508,36.55074203182969,8.711831849066149,8.690138474029585,5.748485161547867,29.90110469034109,6.649637341488603,1.5990365873679484,passes,day,2022-05-17,4.907953531274653,-0.19693955032451882
2022-05-17T18:00:00Z,AM,0.34154829364217465,4.73,71.92,AllenMillPond_DO_05232022.csv,NA,0.2812407276371802,15.196149393835537,16.5,1,800,14850,0.975,22.19,136939.27351808286,34.62673212527954,8.711831849066149,8.713504582301143,5.860168215683646,30.41555580324087,4.211176322038668,1.5990365873679535,passes,day,2022-05-17,4.907953531274653,-0.19693955032451882
2022-05-17T19:00:00Z,AM,0.34079887553707333,4.56,71.78,AllenMillPond_DO_05232022.csv,NA,0.2812407276371802,15.196149393835537,16.5,1,800,14850,0.975,22.19,136638.80423516093,32.98653960828632,8.711831849066149,8.72690716286343,5.95186950596479,30.823724078925334,2.162815529360987,1.5990365873679535,passes,day,2022-05-17,4.907953531274653,-0.19693955032451882
2022-05-17T20:00:00Z,AM,0.3400531173262952,4.42,71.67,AllenMillPond_DO_05232022.csv,NA,0.2812407276371802,15.196149393835537,16.5,1,800,14850,0.975,22.19,136339.8023384889,31.6289979162353,8.711831849066149,8.73698333017752,6.0269075896218345,31.144032751201063,0.4849651650342359,1.5990365873679535,passes,day,2022-05-17,4.907953531274653,-0.19693955032451882
2022-05-17T21:00:00Z,AM,0.3393176199337935,4.4,71.56,AllenMillPond_DO_05232022.csv,NA,0.28337904664123525,15.196149393835537,16.5,1,800,14850,0.975,22.19,137079.2859968985,31.615929598611277,8.711831849066149,8.747080341923198,6.041956095494673,31.15426657338219,0.4616630252290861,1.6111943226706413,passes,day,2022-05-17,4.907953531274653,-0.19693955032451882
2022-05-17T22:00:00Z,AM,0.3385989842835214,4.41,71.53,AllenMillPond_DO_05232022.csv,NA,0.28337904664123525,15.196149393835537,16.5,1,800,14850,0.975,22.19,136788.96785235172,31.64108448301873,8.711831849066149,8.750450656183592,6.0386412526248705,31.07122922886836,0.5698552541503688,1.6111943226706413,passes,day,2022-05-17,4.907953531274653,-0.19693955032451882
2022-05-17T23:00:00Z,AM,0.3379038112994319,4.42,71.53,AllenMillPond_DO_05232022.csv,NA,0.28337904664123525,15.196149393835537,16.5,1,800,14850,0.975,22.19,136508.12827696535,31.66804726694583,8.711831849066149,8.750450656183592,6.033641252624871,30.981763125399336,0.6862841415464942,1.6111943226706413,passes,day,2022-05-17,4.907953531274653,-0.19693955032451882
2022-05-18T00:00:00Z,AM,0.3372000586796643,4.42,71.49,AllenMillPond_DO_05232022.csv,NA,0.28551736564529123,17.077953668525062,16.5,1,800,14850,0.975,22.19,137251.7391242287,31.840554968550027,8.711831849066149,8.753823296428832,6.035327572747491,34.75556230811757,-2.9150073395675413,1.4444763623652386,passes,night,2022-05-18,7.118137242356656,-2.008755904302901
2022-05-18T01:00:00Z,AM,0.3364569024222376,4.42,71.49,AllenMillPond_DO_05232022.csv,NA,0.28337904664123525,17.077953668525062,16.5,1,800,14850,0.975,22.19,135923.59854984103,31.53244424270723,8.711831849066149,8.753823296428832,6.035327572747491,34.678964416317676,-3.1465201736104476,1.433658276923835,passes,night,2022-05-18,7.118137242356656,-2.008755904302901
2022-05-18T02:00:00Z,AM,0.3356827709009247,4.46,71.42,AllenMillPond_DO_05232022.csv,NA,0.2855173656452904,17.077953668525062,16.5,1,800,14850,0.975,22.19,136634.15208346865,32.06532121285443,8.711831849066149,8.760575564843709,6.018703706954929,34.50387299267042,-2.4385517798159952,1.4444763623652344,passes,night,2022-05-18,7.118137242356656,-2.008755904302901
2022-05-18T03:00:00Z,AM,0.33488609248949897,4.47,71.38,AllenMillPond_DO_05232022.csv,NA,0.28337904664123525,17.077953668525062,16.5,1,800,14850,0.975,22.19,135289.01463386675,31.84074788857672,8.711831849066149,8.763955198005053,6.015393523535602,34.40305319586409,-2.562305307287371,1.433658276923835,passes,night,2022-05-18,7.118137242356656,-2.008755904302901
2022-05-18T04:00:00Z,AM,0.334075295561733,4.47,71.35,AllenMillPond_DO_05232022.csv,NA,0.28551736564529123,17.077953668525062,16.5,1,800,14850,0.975,22.19,135979.8556792298,32.00333977097024,8.711831849066149,8.767337167133048,6.0170845080995985,34.32940714349765,-2.3260673725274046,1.4444763623652386,passes,night,2022-05-18,7.118137242356656,-2.008755904302901
2022-05-18T05:00:00Z,AM,0.3332588084914002,4.5,71.28,AllenMillPond_DO_05232022.csv,NA,0.28551736564529123,17.077953668525062,16.5,1,800,14850,0.975,22.19,135647.51804318544,32.1991583233824,8.711831849066149,8.774108123305163,6.005469986185656,34.17940270798735,-1.9802443846049513,1.4444763623652386,passes,night,2022-05-18,7.118137242356656,-2.008755904302901
2022-05-18T06:00:00Z,AM,0.3324450596522732,4.54,71.24,AllenMillPond_DO_05232022.csv,NA,0.2855173656452904,17.077953668525062,16.5,1,800,14850,0.975,22.19,135316.2949591268,32.48502299860519,8.711831849066149,8.777497115359886,5.987164482213018,33.992014543883386,-1.506991545278197,1.4444763623652344,passes,night,2022-05-18,7.118137242356656,-2.008755904302901
2022-05-18T07:00:00Z,AM,0.33164247741812525,4.65,71.24,AllenMillPond_DO_05232022.csv,NA,0.28337904664123525,17.077953668525062,16.5,1,800,14850,0.975,22.19,133978.64225143805,33.15633065818417,8.711831849066149,8.777497115359886,5.932164482213017,33.59844408265072,-0.4421134244665552,1.433658276923835,passes,night,2022-05-18,7.118137242356656,-2.008755904302901
2022-05-18T08:00:00Z,AM,0.33085949016272953,4.77,71.46,AllenMillPond_DO_05232022.csv,NA,0.28337904664123525,17.077953668525062,16.5,1,800,14850,0.975,22.19,133662.32701282692,34.15815023661132,8.711831849066149,8.757198265151638,5.862015057108894,33.12274772143629,1.0354025151750292,1.433658276923835,passes,day,2022-05-18,7.118137242356656,-2.008755904302901
2022-05-18T09:00:00Z,AM,0.33010452625985875,4.95,71.85,AllenMillPond_DO_05232022.csv,NA,0.28337904664123525,17.077953668525062,16.5,1,800,14850,0.975,22.19,133357.33279301852,35.69665978803021,8.711831849066149,8.720201265215929,5.7535165571410385,32.4355060054719,3.26115378255831,1.433658276923835,passes,day,2022-05-18,7.118137242356656,-2.008755904302901
2022-05-18T10:00:00Z,AM,0.32938601408328616,5.18,72.28,AllenMillPond_DO_05232022.csv,NA,0.28551736564529123,17.077953668525062,16.5,1,800,14850,0.975,22.19,134071.16076179716,37.964257980024044,8.711831849066149,8.680158700560774,5.618495274813462,31.605379233233343,6.358878746790701,1.4444763623652386,passes,day,2022-05-18,7.118137242356656,-2.008755904302901
2022-05-18T11:00:00Z,AM,0.3286823834926196,5.48,72.93,AllenMillPond_DO_05232022.csv,NA,0.28337904664123525,17.077953668525062,16.5,1,800,14850,0.975,22.19,132782.8082070072,40.28192262441533,8.711831849066149,8.620707611048259,5.438769730057204,30.529024713248724,9.752897911166606,1.433658276923835,passes,day,2022-05-18,7.118137242356656,-2.008755904302901
2022-05-18T12:00:00Z,AM,0.3279675850040278,5.68,73.54,AllenMillPond_DO_05232022.csv,NA,0.2855173656452904,17.077953668525062,16.5,1,800,14850,0.975,22.19,133493.8125290744,42.29551434001987,8.711831849066149,8.56522330891188,5.311027578989015,29.747146311600773,12.548368028419098,1.4444763623652344,passes,day,2022-05-18,7.118137242356656,-2.008755904302901
2022-05-18T13:00:00Z,AM,0.32724332797612676,5.7,73.83,AllenMillPond_DO_05232022.csv,NA,0.2855173656452904,17.077953668525062,16.5,1,800,14850,0.975,22.19,133199.01561521384,42.38150496847714,8.711831849066149,8.539332826272117,5.288082337669133,29.55322228499982,12.828282683477319,1.4444763623652344,passes,day,2022-05-18,7.118137242356656,-2.008755904302901
2022-05-18T14:00:00Z,AM,0.3265113217675317,5.59,73.62,AllenMillPond_DO_05232022.csv,NA,0.2855173656452904,17.077953668525062,16.5,1,800,14850,0.975,22.19,132901.06452477572,41.30225001897912,8.711831849066149,8.558737590829866,5.352784719948008,29.847904958704245,11.454345060274878,1.4444763623652344,passes,day,2022-05-18,7.118137242356656,-2.008755904302901
2022-05-18T15:00:00Z,AM,0.3257732757368581,5.45,73.15,AllenMillPond_DO_05232022.csv,NA,0.28551736564529123,17.077953668525062,16.5,1,800,14850,0.975,22.19,132600.65502407693,39.95878324799625,8.711831849066149,8.601051897312189,5.4439418731891696,30.28759332030662,9.671189927689632,1.4444763623652386,passes,day,2022-05-18,7.118137242356656,-2.008755904302901
2022-05-18T16:00:00Z,AM,0.32503089924272144,5.22,72.61,AllenMillPond_DO_05232022.csv,NA,0.28551736564529123,17.077953668525062,16.5,1,800,14850,0.975,22.19,132298.4828794333,37.81865722715113,8.711831849066149,8.650341929403519,5.583586889234834,30.99372385007345,6.824933377077677,1.4444763623652386,passes,day,2022-05-18,7.118137242356656,-2.008755904302901
2022-05-18T17:00:00Z,AM,0.32428590164373705,4.95,72.18,AllenMillPond_DO_05232022.csv,NA,0.28337904664123525,17.077953668525062,16.5,1,800,14850,0.975,22.19,131006.69474475693,35.06744859329352,8.711831849066149,8.690138474029585,5.738485161547867,31.780531937997665,3.2869166552958546,1.433658276923835,passes,day,2022-05-18,7.118137242356656,-2.008755904302901
2022-05-18T18:00:00Z,AM,0.3235399922985204,4.74,71.89,AllenMillPond_DO_05232022.csv,NA,0.2876556846493463,17.077953668525062,16.5,1,800,14850,0.975,22.19,132677.9090152047,33.6385405685014,8.711831849066149,8.716851773149923,5.856841811108036,32.36139959050329,1.2771409779981084,1.4552944478066376,passes,day,2022-05-18,7.118137242356656,-2.008755904302901
2022-05-18T19:00:00Z,AM,0.32279488056568684,4.59,71.74,AllenMillPond_DO_05232022.csv,NA,0.2876556846493463,17.077953668525062,16.5,1,800,14850,0.975,22.19,132372.35214728018,32.22397663383285,8.711831849066149,8.730263573384951,5.93854771122555,32.73728953004963,-0.5133128962167817,1.4552944478066376,passes,night,2022-05-18,7.118137242356656,-2.008755904302901
2022-05-18T20:00:00Z,AM,0.322052275803852,4.48,71.64,AllenMillPond_DO_05232022.csv,NA,0.2876556846493463,17.077953668525062,16.5,1,800,14850,0.975,22.19,132067.82334289647,31.171563691370515,8.711831849066149,8.740346681405066,5.998589265235608,32.992204037606314,-1.8206403462357983,1.4552944478066376,passes,night,2022-05-18,7.118137242356656,-2.008755904302901
2022-05-18T21:00:00Z,AM,0.321313887371631,4.42,71.53,AllenMillPond_DO_05232022.csv,NA,0.28979400365340147,17.077953668525062,16.5,1,800,14850,0.975,22.19,132744.51284019038,30.79493917403743,8.711831849066149,8.750450656183592,6.033641252624871,33.10890455020021,-2.313965376162777,1.4661125332480371,passes,night,2022-05-18,7.118137242356656,-2.008755904302901
2022-05-18T22:00:00Z,AM,0.3205814246276397,4.46,71.53,AllenMillPond_DO_05232022.csv,NA,0.2876556846493463,17.077953668525062,16.5,1,800,14850,0.975,22.19,131464.65383316757,30.852142667245047,8.711831849066149,8.750450656183592,6.01364125262487,32.92393244978466,-2.0717897825396108,1.4552944478066376,passes,night,2022-05-18,7.118137242356656,-2.008755904302901
2022-05-18T23:00:00Z,AM,0.31985659693049306,4.46,71.49,AllenMillPond_DO_05232022.csv,NA,0.2876556846493463,17.077953668525062,16.5,1,800,14850,0.975,22.19,131167.41508203043,30.782386637096028,8.711831849066149,8.753823296428832,6.015327572747491,32.85870366472031,-2.076317027624281,1.4552944478066376,passes,night,2022-05-18,7.118137242356656,-2.008755904302901
2022-05-19T00:00:00Z,AM,0.3191411136388068,4.47,71.49,AllenMillPond_DO_05232022.csv,NA,0.28979400365340224,18.775676983278903,16.5,1,800,14850,0.975,22.19,131846.8741074393,31.03062794649834,8.711831849066149,8.753823296428832,6.0103275727474905,36.014426520750284,-4.983798574251946,1.3335445607608334,passes,night,2022-05-19,5.962173169957229,-3.8006032966943213
2022-05-19T01:00:00Z,AM,0.3184366841111963,4.48,71.46,AllenMillPond_DO_05232022.csv,NA,0.2876556846493472,18.775676983278903,16.5,1,800,14850,0.975,22.19,130585.13447273184,30.821609180264318,8.711831849066149,8.757198265151638,6.007015057108894,35.91512799764408,-5.09351881737976,1.3237046619324242,passes,night,2022-05-19,5.962173169957229,-3.8006032966943213
2022-05-19T02:00:00Z,AM,0.31774501770627694,4.49,71.42,AllenMillPond_DO_05232022.csv,NA,0.2876556846493463,18.775676983278903,16.5,1,800,14850,0.975,22.19,130301.49456877765,30.842407636986763,8.711831849066149,8.760575564843709,6.003703706954929,35.817362756153265,-4.974955119166502,1.3237046619324202,passes,night,2022-05-19,5.962173169957229,-3.8006032966943213
2022-05-19T03:00:00Z,AM,0.3170678237826642,4.5,71.38,AllenMillPond_DO_05232022.csv,NA,0.28979400365340224,18.775676983278903,16.5,1,800,14850,0.975,22.19,130990.335181651,31.093665421907055,8.711831849066149,8.763955198005053,6.000393523535601,35.72132095657496,-4.627655534667902,1.3335445607608334,passes,night,2022-05-19,5.962173169957229,-3.8006032966943213
2022-05-19T04:00:00Z,AM,0.31640681169897367,4.5,71.38,AllenMillPond_DO_05232022.csv,NA,0.28979400365340224,18.775676983278903,16.5,1,800,14850,0.975,22.19,130717.25104031884,31.02884241866154,8.711831849066149,8.763955198005053,6.000393523535601,35.64685037638178,-4.618007957720238,1.3335445607608334,passes,night,2022-05-19,5.962173169957229,-3.8006032966943213
2022-05-19T05:00:00Z,AM,0.3157636908138204,4.5,71.38,AllenMillPond_DO_05232022.csv,NA,0.2876556846493463,18.775676983278903,16.5,1,800,14850,0.975,22.19,129488.98818494804,30.73728507420484,8.711831849066149,8.763955198005053,6.000393523535601,35.574395444568246,-4.837110370363405,1.3237046619324202,passes,night,2022-05-19,5.962173169957229,-3.8006032966943213
2022-05-19T06:00:00Z,AM,0.31514017048582,4.54,71.38,AllenMillPond_DO_05232022.csv,NA,0.2876556846493463,18.775676983278903,16.5,1,800,14850,0.975,22.19,129233.29375669562,31.024693080311103,8.711831849066149,8.763955198005053,5.980393523535602,35.38580933904561,-4.361116258734505,1.3237046619324202,passes,night,2022-05-19,5.962173169957229,-3.8006032966943213
2022-05-19T07:00:00Z,AM,0.3145379600735879,4.65,71.38,AllenMillPond_DO_05232022.csv,NA,0.28979400365340147,18.775676983278903,16.5,1,800,14850,0.975,22.19,129945.17174859619,32.158148564046535,8.711831849066149,8.763955198005053,5.925393523535601,34.99337810606576,-2.8352295420192277,1.3335445607608298,passes,night,2022-05-19,5.962173169957229,-3.8006032966943213
2022-05-19T08:00:00Z,AM,0.31394864671271006,4.88,71.6,AllenMillPond_DO_05232022.csv,NA,0.2876556846493463,18.775676983278903,16.5,1,800,14850,0.975,22.19,128744.67137145343,33.855080249530346,8.711831849066149,8.743712351159378,5.800272100112764,34.19027452497316,-0.33519427544281655,1.3237046619324202,passes,night,2022-05-19,5.962173169957229,-3.8006032966943213
2022-05-19T09:00:00Z,AM,0.3133631018686106,5.11,72,AllenMillPond_DO_05232022.csv,NA,0.2876556846493463,18.775676983278903,16.5,1,800,14850,0.975,22.19,128504.55000346483,35.782243384803174,8.711831849066149,8.706817094417758,5.666824471741954,33.341353277891024,2.44089010691215,1.3237046619324202,passes,day,2022-05-19,5.962173169957229,-3.8006032966943213
2022-05-19T10:00:00Z,AM,0.3127819613946635,5.24,72.28,AllenMillPond_DO_05232022.csv,NA,0.2876556846493463,18.775676983278903,16.5,1,800,14850,0.975,22.19,128266.23478815053,36.83875362770789,8.711831849066149,8.680158700560774,5.588495274813462,32.81951749080494,4.019236136902947,1.3237046619324202,passes,day,2022-05-19,5.962173169957229,-3.8006032966943213
2022-05-19T11:00:00Z,AM,0.312205861144242,5.5,72.86,AllenMillPond_DO_05232022.csv,NA,0.28979400365340147,18.775676983278903,16.5,1,800,14850,0.975,22.19,128981.71094457217,39.302507880416776,8.711831849066149,8.6272773374117,5.432054593238925,31.842032629760947,7.460475250655829,1.3335445607608298,passes,day,2022-05-19,5.962173169957229,-3.8006032966943213
2022-05-19T12:00:00Z,AM,0.3116354369707197,5.69,73.54,AllenMillPond_DO_05232022.csv,NA,0.2876556846493463,18.775676983278903,16.5,1,800,14850,0.975,22.19,127796.06582349479,40.57632662341939,8.711831849066149,8.56522330891188,5.306027578989015,31.046449762915366,9.529876860504025,1.3237046619324202,passes,day,2022-05-19,5.962173169957229,-3.8006032966943213
2022-05-19T13:00:00Z,AM,0.3110713247274708,5.65,73.69,AllenMillPond_DO_05232022.csv,NA,0.2876556846493463,18.775676983278903,16.5,1,800,14850,0.975,22.19,127564.7335781287,40.15926797829978,8.711831849066149,8.552260616811452,5.319546232938801,31.069207206585514,9.090060771714267,1.3237046619324202,passes,day,2022-05-19,5.962173169957229,-3.8006032966943213
2022-05-19T14:00:00Z,AM,0.31051416026786827,5.59,73.54,AllenMillPond_DO_05232022.csv,NA,0.2876556846493463,18.775676983278903,16.5,1,800,14850,0.975,22.19,127336.25049338705,39.572848217305136,8.711831849066149,8.56522330891188,5.356027578989015,31.226249079860906,8.34659913744423,1.3237046619324202,passes,day,2022-05-19,5.962173169957229,-3.8006032966943213
2022-05-19T15:00:00Z,AM,0.30996457944528577,5.44,72.97,AllenMillPond_DO_05232022.csv,NA,0.28979400365340224,18.775676983278903,16.5,1,800,14850,0.975,22.19,128055.76949305512,38.50296368932601,8.711831849066149,8.617426095409286,5.457128972237717,31.759370924278482,6.743592765047527,1.3335445607608334,passes,day,2022-05-19,5.962173169957229,-3.8006032966943213
2022-05-19T16:00:00Z,AM,0.3094232181130969,5.25,72.54,AllenMillPond_DO_05232022.csv,NA,0.29193232265745783,18.775676983278903,16.5,1,800,14850,0.975,22.19,128775.35859900845,37.071694142138796,8.711831849066149,8.656952049126414,5.5718919490962815,32.37063282188361,4.701061320255185,1.343384459589245,passes,day,2022-05-19,5.962173169957229,-3.8006032966943213
2022-05-19T17:00:00Z,AM,0.30889071212467567,4.99,72.14,AllenMillPond_DO_05232022.csv,NA,0.28979400365340224,18.775676983278903,16.5,1,800,14850,0.975,22.19,127612.12233078817,34.50253677832421,8.711831849066149,8.693469625130573,5.720150737098361,33.174770598145315,1.327766180178898,1.3335445607608334,passes,day,2022-05-19,5.962173169957229,-3.8006032966943213
2022-05-19T18:00:00Z,AM,0.3083676973333951,4.73,71.89,AllenMillPond_DO_05232022.csv,NA,0.294070641661513,18.775676983278903,16.5,1,800,14850,0.975,22.19,129276.09756905698,32.689006489684104,8.711831849066149,8.716851773149923,5.861841811108036,33.93896368501235,-1.2499571953282427,1.3532243584176546,passes,night,2022-05-19,5.962173169957229,-3.8006032966943213
2022-05-19T19:00:00Z,AM,0.3078548095926291,4.62,71.74,AllenMillPond_DO_05232022.csv,NA,0.29193232265745717,18.775676983278903,16.5,1,800,14850,0.975,22.19,128122.62034980813,31.44827954040745,8.711831849066149,8.730263573384951,5.923547711225551,34.23918659715592,-2.7909070567484697,1.343384459589242,passes,night,2022-05-19,5.962173169957229,-3.8006032966943213
2022-05-19T20:00:00Z,AM,0.30735268475575106,4.51,71.64,AllenMillPond_DO_05232022.csv,NA,0.28979400365340224,18.775676983278903,16.5,1,800,14850,0.975,22.19,126976.71657384171,30.226443979025614,8.711831849066149,8.740346681405066,5.983589265235608,34.52982604825856,-4.303382069232949,1.3335445607608334,passes,night,2022-05-19,5.962173169957229,-3.8006032966943213
2022-05-19T21:00:00Z,AM,0.30686195867613497,4.48,71.53,AllenMillPond_DO_05232022.csv,NA,0.2962089606655689,18.775676983278903,16.5,1,800,14850,0.975,22.19,129580.285289452,30.58443770636561,8.711831849066149,8.750450656183592,6.00364125262487,34.5902253136989,-4.005787607333293,1.363064257246068,passes,night,2022-05-19,5.962173169957229,-3.8006032966943213
2022-05-19T22:00:00Z,AM,0.3063832672071537,4.49,71.49,AllenMillPond_DO_05232022.csv,NA,0.294070641661513,18.775676983278903,16.5,1,800,14850,0.975,22.19,128444.17066868,30.40277844447207,8.711831849066149,8.753823296428832,6.000327572747491,34.51720392865474,-4.114425484182668,1.3532243584176546,passes,night,2022-05-19,5.962173169957229,-3.8006032966943213
2022-05-19T23:00:00Z,AM,0.3059172462021815,4.51,71.49,AllenMillPond_DO_05232022.csv,NA,0.294070641661513,18.775676983278903,16.5,1,800,14850,0.975,22.19,128248.80203107954,30.529260281472464,8.711831849066149,8.753823296428832,5.990327572747491,34.40726386931536,-3.878003587842894,1.3532243584176546,passes,night,2022-05-19,5.962173169957229,-3.8006032966943213
2022-05-20T00:00:00Z,AM,0.30546453151459174,4.53,71.42,AllenMillPond_DO_05232022.csv,NA,0.29193232265745717,19.760221428263815,16.5,1,800,14850,0.975,22.19,127127.83748080539,30.433633821162505,8.711831849066149,8.760575564843709,5.983703706954929,36.11791550007487,-5.684281678912367,1.2764509127173507,passes,night,2022-05-20,4.758473253548972,-4.253708205814462
