ID,date,depth,source,GPP,ER
AM,2022-05-12,0.4108314364648162,one-station,1.4168853063340727,-10.8220148668239
AM,2022-05-13,0.40047548625370327,one-station,0.7893137533199607,-10.120004869826396
AM,2022-05-14,0.3881293093984667,one-station,1.259879907874269,-10.548502301265582
AM,2022-05-15,0.3698460587795037,one-station,1.1570470908724049,-9.878761624045854
AM,2022-05-16,0.35726225169699033,one-station,1.017146663304722,-9.945409859189937
AM,2022-05-17,0.3455656119005128,two-station,4.907953531274655,-0.19693955032451171
AM,2022-05-18,0.32840130202429907,two-station,7.118137242356656,-2.008755904302901
AM,2022-05-19,0.3121156641186556,two-station,5.962173169957229,-3.8006032966943213
AM,2022-05-20,0.30157456259177035,two-station,4.758473253548972,-4.253708205814462
AM,2022-05-21,0.29754368300233186,two-station,4.308266750192562,-4.9090935949312735
AM,2022-05-22,0.29657373759658484,two-station,5.843266719864221,-4.901366064860724
AM,2022-05-23,0.29789054379608493,two-station,2.2174000356979016,-4.6698230441749375
AM,2022-07-01,0.2546547789741982,two-station,2.588925535268366,-18.73312254433501
AM,2022-07-02,0.28893722343100603,two-station,11.27219704267605,-4.252929075387413
AM,2022-07-03,0.27453660802777574,two-station,10.483750336584132,-7.690223339299195
AM,2022-07-04,0.252808820583445,two-station,5.321206317975791,-11.91514945902167
AM,2022-07-05,0.23460004938166484,two-station,4.060053468725936,-14.573595872138702
AM,2022-07-06,0.21934442834866866,two-station,1.6467288623915266,-19.1124669648819
AM,2022-07-07,0.20682236343281665,one-station,2.2812991152389177,-7.716929945296696
AM,2022-07-08,0.20297413535313147,one-station,1.8547544691474247,-7.345090705163288
AM,2022-07-09,0.21672940652656406,two-station,2.3021637228763865,-21.906804515960214
AM,2022-07-10,0.24370973728976192,two-station,1.2404573992734669,-14.804076314513635
AM,2022-07-11,0.26988439053446067,two-station,11.477499547859304,-8.398412164136163
AM,2022-07-12,0.30238374129743795,two-station,8.320528969617893,-5.418567747549095
AM,2022-07-13,0.3503241812154658,one-station,2.732325541687819,-10.06420826527782
AM,2022-07-14,0.4032478538513346,one-station,2.738853630807615,-10.307662223042568
AM,2022-07-15,0.46782838148439965,one-station,3.5186165491144488,-11.81354040600664
AM,2022-07-16,0.5624217782693994,one-station,4.243681166001819,-13.447563269235168
AM,2022-07-17,0.6789263380674444,one-station,4.542580792633057,-15.077996650879752
AM,2022-07-21,1.0861627904171798,one-station,2.951523809266242,-7.228178910854481
AM,2022-07-22,1.11701588138309,one-station,4.944195385522567,-7.962721495902179
AM,2022-07-23,1.111335509451395,one-station,6.192615675653664,-8.80153559401716
AM,2022-07-24,1.097832695711241,one-station,7.102668402114573,-9.273504140795506
AM,2022-07-25,1.0926645875155183,one-station,4.850994409877587,-7.037068814704534
AM,2022-07-26,1.0971510288450697,one-station,6.150041983018921,-8.648373930395278
AM,2022-07-27,1.0838578306859923,one-station,6.455371172790778,-9.005900291197257
AM,2022-07-29,0.9827496170485401,one-station,7.489145283337166,-20.500546966422416
AM,2022-07-30,0.9295936796350817,one-station,7.815028407240724,-21.05663834443651
AM,2022-07-31,0.8758953922426108,one-station,7.257785321753786,-20.274595724355628
AM,2022-08-01,0.8189147656930802,one-station,5.174689703055741,-17.261041816645122
AM,2022-08-02,0.7557794592564204,one-station,5.799358271838875,-17.566585584380565
AM,2022-08-03,0.6902303033673655,one-station,5.700636057256151,-16.728818845443072
AM,2022-08-04,0.6271854260523261,one-station,4.3419085666717185,-14.663695282992988
AM,2022-08-05,0.571099243913663,one-station,4.297950031038123,-14.155335626597024
AM,2022-08-06,0.535396116184737,one-station,2.7185646260298824,-11.971648031624651
AM,2022-08-07,0.5244214192864934,one-station,4.285878824416084,-13.57887001586446
AM,2022-08-08,0.5269988557291998,one-station,4.078164948586887,-13.491255308628247
AM,2022-08-09,0.5346482176501837,one-station,3.3438517854960583,-12.69939636532712
AM,2022-08-10,0.5456221254643789,one-station,3.366804307328069,-12.880453414476069
AM,2022-08-11,0.5795784959823336,one-station,5.422010495032134,-15.20964974732726
AM,2022-08-12,0.6251430766369412,one-station,5.128002003592756,-15.68269743389829
AM,2022-08-13,0.6361587155935502,one-station,4.098465705463306,-14.7719630107449
AM,2022-08-14,0.624835866624824,one-station,4.9286993778188934,-15.05574719783334
AM,2022-08-15,0.6203077146829331,one-station,5.4195584747627,-15.43919687948462
AM,2022-08-16,0.6102133856458476,one-station,4.278007546598876,-13.915793614905162
AM,2022-08-17,0.5802434864294204,one-station,4.265140768497215,-13.522180817078407
AM,2022-08-18,0.5444388615534208,one-station,3.703087051321788,-12.797499830033528
AM,2022-08-19,0.516315251084141,one-station,3.592395006985281,-12.675259410069357
AM,2022-08-20,0.494492918978953,one-station,3.7748462092732566,-12.468759935990374
AM,2022-08-21,0.47903058485449235,one-station,4.313187266546947,-12.729835897679608
AM,2022-08-22,0.4762311515681887,one-station,4.440408975492849,-13.055266761576911
AM,2022-08-23,0.4990297271875012,one-station,4.472258764264526,-13.273113380957128
AM,2022-08-24,0.5353187317515066,one-station,5.148832840476669,-14.51731223750688
AM,2022-08-25,0.5365023638659995,one-station,4.321123908588105,-13.524944615438956
AM,2022-08-26,0.516713129505201,one-station,3.982476077123064,-13.014748290724334
AM,2022-08-27,0.5655089962088141,one-station,4.7414689631119495,-14.143589679664172
AM,2022-08-28,0.7376860151607657,one-station,5.997893574399927,-17.35527512609382
AM,2022-08-29,0.9641796586384,two-station,26.325749711833783,-1.7761110887054876
